name,type,required,default,example,enum,description,path,interface_id,is_pagination_param,is_time_param,business_key_type
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-6D6235392322,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-6D6235392322,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-6D6235392322,是,否,
pageType,array,否,,"[""item"",""search""]","browse-浏览, item-商品, search-搜索, topic-主题, category-分类, homepage-首页, other-其他","页面类型列表，String数组，枚举值：browse-浏览, item-商品, search-搜索, topic-主题, category-分类, homepage-首页, other-其他",pageType,LX-6D6235392322,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-6D6235392322,是,否,
searchText,string,否,,双十一促销活动,,搜索文本，模糊搜索广告活动名称（campaign_name）,searchText,LX-6D6235392322,否,否,
searchType,string,否,,,,搜索类型，目前不用传,searchType,LX-6D6235392322,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-6D6235392322,否,是,
status,array,否,,"[""enabled"",""live""]","enabled-启用, paused-暂停, scheduled-已安排, rescheduled-重新安排, live-运行中, proposal-提议, completed-已完成","广告活动状态列表，String数组，枚举值：enabled-启用, paused-暂停, scheduled-已安排, rescheduled-重新安排, live-运行中, proposal-提议, completed-已完成",status,LX-6D6235392322,否,否,
numbers,array,是,,"[""FY231009000001""]",,费用单号，上限200,numbers,LX-6EA203F42077,否,否,
endDate,string,是,,2024-12-31,,结束日期,endDate,LX-6EFCDB06A626,否,是,
pageNum,int,否,,1,,页码,pageNum,LX-6EFCDB06A626,是,否,
pageSize,int,否,,20,,每页大小,pageSize,LX-6EFCDB06A626,是,否,
ratings,array,否,,"[1,2,3,4,5]",,评分列表,ratings,LX-6EFCDB06A626,否,否,
searchDateField,string,否,,commentDate,,搜索日期字段,searchDateField,LX-6EFCDB06A626,否,是,
searchField,string,否,,msku,,搜索字段,searchField,LX-6EFCDB06A626,否,否,
searchValue,array,否,,"[""value1"",""value2""]",,搜索值列表,searchValue,LX-6EFCDB06A626,否,否,
startDate,string,是,,2024-01-01,,开始日期,startDate,LX-6EFCDB06A626,否,是,
storeIds,array,否,,"[""123"",""456""]",,店铺ID列表,storeIds,LX-6EFCDB06A626,否,否,店铺
end_date,string,否,,2024-07-29,,操作结束时间，格式：Y-m-d，开区间，联合开始时间使用,end_date,LX-6F8ABDE7B566,否,是,
length,int,否,20,20,,分页长度，默认20,length,LX-6F8ABDE7B566,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-6F8ABDE7B566,是,否,
start_date,string,否,,2024-07-29,,操作开始时间，格式：Y-m-d，闭区间，联合结束时间使用,start_date,LX-6F8ABDE7B566,否,是,
type,string,否,全部类型】,100,【多个流水类型用英文逗号分隔，不填默认全部类型】 1 其他入库 2 采购入库 3 调拨入库 10 其它入库（已撤销） 11 其他出库 12 FBA出库 13 调拨出库 14 退货出库 15 FBM退货 16 换标入库 17 加工入库 18 拆分入库 20 采购入库（已撤销） 21 库存调整 23 委外入库 25 盘盈入库 32 委外出库 33 盘亏出库 34 换标出库 35 加工出库 36 拆分出库 43 FBM出库 50 成本补录 110 其它出库（已撤销） 120 FBA出库（已撤销） 130 调拨出库（已撤销） 140 退货出库（已撤销） 210 库存调整（已撤销） 500 成本补录（已,流水类型：【多个流水类型用英文逗号分隔，不填默认全部类型】 1 其他入库 2 采购入库 3 调拨入库 10 其它入库（已撤销） 11 其他出库 12 FBA出库 13 调拨出库 14 退货出库 15 FBM退货 16 换标入库 17 加工入库 18 拆分入库 20 采购入库（已撤销） 21 库存调整 23 委外入库 25 盘盈入库 32 委外出库 33 盘亏出库 34 换标出库 35 加工出库 36 拆分出库 43 FBM出库 50 成本补录 110 其它出库（已撤销） 120 FBA出库（已撤销） 130 调拨出库（已撤销） 140 退货出库（已撤销） 210 库存调整（已撤销） 500 成本补录（已撤销）,type,LX-6F8ABDE7B566,否,否,
wid,string,否,所有仓库,"1,5,18",,仓库ID，多个仓库ID用英文逗号分隔，不填默认所有仓库,wid,LX-6F8ABDE7B566,否,否,仓库
businessId,long,是,,1234567890,,businessId，对应[查询本地产品列表](docs/Product/ProductLists.md)data>>id字段,businessId,LX-6F96FE519F29,否,否,店铺
endTime,string,是,,示例值,,结束时间,endTime,LX-6F96FE519F29,否,是,
page,int,否,,1,,页码,page,LX-6F96FE519F29,是,否,
size,int,否,,20,,每页大小,size,LX-6F96FE519F29,是,否,
startTime,string,是,,示例值,,开始时间,startTime,LX-6F96FE519F29,否,是,
invoice_id,string,是,,TRF6K4FJN-1,,广告发票编号,invoice_id,LX-7106755764A4,否,否,
sid,int,是,,136,,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sid,LX-7106755764A4,否,否,店铺
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-71422945ADAC,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-71422945ADAC,是,否,
search_field,string,否,,tag_name,tag_name 标签名称,搜索类型：tag_name 标签名称,search_field,LX-71422945ADAC,否,否,
search_value,string,否,,特殊Listing,,搜索值,search_value,LX-71422945ADAC,否,否,
order_number,string,否,,,,系统单号 与销售出库单二选一,order_number,LX-715956D8FA89,否,否,订单号
pkg_real_weight,string,是,,,,重量,pkg_real_weight,LX-715956D8FA89,否,否,
pkg_real_weight_unit,string,是,,,,"单位 支持 g,kg,oz,lb",pkg_real_weight_unit,LX-715956D8FA89,否,否,
sync_product_gross_weight,string,否,否,,,"一单一件同步重量到产品模块 0:否,1:是 默认否",sync_product_gross_weight,LX-715956D8FA89,否,否,
wo_number,string,否,,,,销售出库单 与系统单号二选一,wo_number,LX-715956D8FA89,否,否,
search,object,是,,,,搜索参数对象,search,LX-725F26FDC523,否,否,
enabled,int,否,启用,1,"0-禁用, 1-启用，默认启用","启用状态，枚举值：0-禁用, 1-启用，默认启用",search.enabled,LX-725F26FDC523,否,否,
isAuth,int,否,是,1,"0-否, 1-是，默认是","是否api对接，枚举值：0-否, 1-是，默认是",search.isAuth,LX-725F26FDC523,否,否,
length,int,是,,20,,分页长度，每页显示的记录数,search.length,LX-725F26FDC523,是,否,
page,int,是,,1,,页码，从1开始,search.page,LX-725F26FDC523,是,否,
payMethod,int,否,现结,1,"1-现结, 2-月结，默认现结","结算方式，枚举值：1-现结, 2-月结，默认现结",search.payMethod,LX-725F26FDC523,否,否,
searchField,string,否,物流商,name,,搜索字段，指定搜索的目标字段名称，code 代码 ，name 物流商，默认物流商,search.searchField,LX-725F26FDC523,否,否,
searchValue,string,否,,顺丰,,搜索值，用于模糊搜索物流商名称、编码等,search.searchValue,LX-725F26FDC523,否,否,
amountTypes,array,否,,"[""Commission""]",,金额类型数组,amountTypes,LX-727003CFF7B4,否,否,
currencyCode,string,否,,USD,,目标货币代码,currencyCode,LX-727003CFF7B4,否,否,
endDate,string,否,,2026-01-31,,结束时间，格式：yyyy-MM-dd,endDate,LX-727003CFF7B4,否,是,
fulfillmentTypes,array,否,,"[""WFS""]",,发货类型数组,fulfillmentTypes,LX-727003CFF7B4,否,否,
length,int,是,20,20,,分页大小，默认 20，最大 200,length,LX-727003CFF7B4,是,否,
offset,int,是,0,0,,分页偏移量，默认 0,offset,LX-727003CFF7B4,是,否,
searchExactly,Boolean,否,,false,,是否精确匹配,searchExactly,LX-727003CFF7B4,否,否,
searchMultiValue,array,否,,"[""PO-10001""]",,多个搜索值，精确匹配时使用,searchMultiValue,LX-727003CFF7B4,否,否,
searchSingleValue,string,否,,PO-10001,,单个搜索值,searchSingleValue,LX-727003CFF7B4,否,否,
searchType,int,否,,1,,搜索类型 1：平台单号 2：客户单号 3：MSKU 4：GTIN 5：商品标题 6：账期ID,searchType,LX-727003CFF7B4,否,否,"平台, MSKU, SKU"
sids,array,否,,[123456],,店铺ID数组,sids,LX-727003CFF7B4,否,否,店铺
sortField,string,否,,transactionDate,,排序字段,sortField,LX-727003CFF7B4,否,否,
sortType,string,否,,0,,排序方向 1：升序 0：降序,sortType,LX-727003CFF7B4,否,否,
startDate,string,否,,2026-01-01,,开始时间，格式：yyyy-MM-dd,startDate,LX-727003CFF7B4,否,是,
transactionDescriptions,array,否,,"[""Item Sale""]",,交易描述数组,transactionDescriptions,LX-727003CFF7B4,否,否,
transactionTypes,array,否,,"[""Sale""]",,交易类型数组 Sale Refund Campaigns Adjustment Service Fee Customer Fee Misc Adjustment Dispute Settlement Prepaid Prepaid Recouped Rewards Other,transactionTypes,LX-727003CFF7B4,否,否,
itemList,array,是,,"[{""promotionId"":""04e2ce6b-c5b6-4244-8100-68b6502d90be"",""storeId"":""31"",""orderPageNum"":1,""orderPageSize"":20,""listingPageNum"":2,""listingPageSize"":1}]",,批量请求详情itemList个数最小为1最大为20,itemList,LX-72966FDD4C29,否,否,
listingPageNum,number,是,,2,,活动listing分页页数，最小为1,itemList[].listingPageNum,LX-72966FDD4C29,是,否,
listingPageSize,number,是,,1,,"活动listing分页大小，最小为1,最大为200",itemList[].listingPageSize,LX-72966FDD4C29,是,否,
orderPageNum,number,是,,1,,活动订单分页页数，最小为1,itemList[].orderPageNum,LX-72966FDD4C29,是,否,订单号
orderPageSize,number,是,,20,,"活动订单分页大小，最小为1,最大为200",itemList[].orderPageSize,LX-72966FDD4C29,是,否,订单号
promotionId,string,是,,04e2ce6b-c5b6-4244-8100-68b6502d90be,,活动id,itemList[].promotionId,LX-72966FDD4C29,否,否,
storeId,string,是,,31,,店铺id,itemList[].storeId,LX-72966FDD4C29,否,否,店铺
id,string,是,,200498,,WFS货件id，[查询WFS货件列表](docs/MultiPlatform/V2/QueryWFSCargoPage) 接口对应字段【id】,id,LX-72F91B3597A5,是,否,平台
ids,array,否,,"1,2,3",,分类ID,data.ids,LX-75F4963569A6,否,否,
length,int,否,1000,1000,,分页长度，默认1000，上限1000,length,LX-75F4963569A6,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-75F4963569A6,是,否,
end_date,string,否,,2023-08-30,,结束日期【时间间隔最长不得超过90天】，闭区间，格式：Y-m-d,end_date,LX-766F8D291DF3,否,是,
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-766F8D291DF3,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-766F8D291DF3,是,否,
product_type,array,否,,"[1,2,3]",1 普通产品 2 组合产品 3 辅料,产品类型： 1 普通产品 2 组合产品 3 辅料,product_type,LX-766F8D291DF3,否,否,
search_field,string,否,,order_no,,搜索字段名： order_no 单据号,search_field,LX-766F8D291DF3,否,否,订单号
search_value,string,否,,1,,搜索值,search_value,LX-766F8D291DF3,否,否,
start_date,string,否,,2023-06-01,,开始日期【时间间隔最长不得超过90天】，闭区间，格式：Y-m-d,start_date,LX-766F8D291DF3,否,是,
time_type,int,否,,2,1 下单时间 2 到货时间,时间类型： 1 下单时间 2 到货时间,time_type,LX-766F8D291DF3,否,是,
content,array,是,,,,B2B售价,content,LX-76CFCB697A50,否,否,
asin,string,是,,B085254D,,ASIN,content[].asin,LX-76CFCB697A50,否,否,ASIN
b2b_price,string,是,,1.00,,B2B价格,content[].b2b_price,LX-76CFCB697A50,否,否,
msku,string,是,,MSKU_XSXS_001,,MSKU,content[].msku,LX-76CFCB697A50,否,否,"MSKU, SKU"
sid,int,是,,1,,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,content[].sid,LX-76CFCB697A50,否,否,店铺
create_time_from,string,否,,2024-07-25,,查询开始日期，格式：Y-m-d 当筛选更新时间时，支持Y-m-d或Y-m-d H:i:s,create_time_from,LX-7773B7A1FDF9,否,是,
create_time_to,string,否,,2024-07-31,,查询结束日期，格式：Y-m-d 当筛选更新时间时，支持Y-m-d或Y-m-d H:i:s,create_time_to,LX-7773B7A1FDF9,否,是,
date_type,string,否,create_time】,create_time,【默认create_time】 delivery_time 发货时间 create_time 创建时间 receive_time 收货时间 update_time 更新时间,备货单时间查询类型：【默认create_time】 delivery_time 发货时间 create_time 创建时间 receive_time 收货时间 update_time 更新时间,date_type,LX-7773B7A1FDF9,否,是,
is_delete,int,否,】,0,,订单是否删除： 0 未删除【默认】 1 已删除 2 全部,is_delete,LX-7773B7A1FDF9,否,否,订单号
overseas_order_no,string,否,,OWS240730001,,备货单号,overseas_order_no,LX-7773B7A1FDF9,否,否,订单号
page,int,否,1,1,,当前页码，默认1,page,LX-7773B7A1FDF9,是,否,
page_size,int,否,20,20,,分页数量，最大50，默认20,page_size,LX-7773B7A1FDF9,是,否,
r_wid,array,否,,9,,收货仓库id,r_wid,LX-7773B7A1FDF9,否,否,仓库
s_wid,array,否,,53,,发货仓库id,s_wid,LX-7773B7A1FDF9,否,否,仓库
status,int,否,,60,,状态： 10 待审核 20 已驳回 30 待配货 40 待发货 50 待收货 51 已撤销 60 已完成,status,LX-7773B7A1FDF9,否,否,
sub_status,int,否,,,,子状态：【仅在待收货状态下生效】 0 全部 1 未收货 2 部分收货,sub_status,LX-7773B7A1FDF9,否,否,
currencyCode,string,否,,USD,,币种code： 原币种 USD EUR GBP CNY,currencyCode,LX-77BF3BD27008,否,否,
endDate,string,是,,2024-09-30,,结束时间【结算日期】，闭区间，格式：Y-m-d,endDate,LX-77BF3BD27008,否,是,
length,number,是,1000,100,,分页长度，默认1000,length,LX-77BF3BD27008,是,否,
mids,string,否,,"NA,MX,BR,US,CA",,国家id，多个使用英文逗号分隔,mids,LX-77BF3BD27008,否,否,
offset,number,是,0,0,,分页偏移量，默认0,offset,LX-77BF3BD27008,是,否,
platformCodeS,array,否,,"[""10024""]",,平台id： 10002 Shopify 10003 eBay 10005 AliExpress 10006 Shopee 10008 walmart 10011 Tiktok 10021 Shein平台模式 10022 Temu全托 10024 Temu半托 10028 Shein半托管,platformCodeS,LX-77BF3BD27008,否,否,平台
sids,string,否,,110424575139430912,,店铺id，多个使用英文逗号分隔 ，对应[查询多平台店铺信息](docs/MultiPlatform/V2/StoreInfoV2)接口对应字段【store_id】,sids,LX-77BF3BD27008,否,否,"店铺, 平台"
startDate,string,是,,2024-09-01,,开始时间【结算日期】，闭区间，格式：Y-m-d,startDate,LX-77BF3BD27008,否,是,
plan_sn,array,是,,"[""PP2203103920"",""PP2203103918""]",,计划编号,plan_sn,LX-78F82D8A146C,否,否,
reason,string,是,,12,,作废原因,reason,LX-78F82D8A146C,否,否,
dataEndTime,string,是,,,,报告结束时间，格式：yyyy-MM-dd HH:mm:ss,dataEndTime,LX-7A8CF9DA594A,否,是,
dataStartTime,string,是,,,,报告开始时间，格式：yyyy-MM-dd HH:mm:ss,dataStartTime,LX-7A8CF9DA594A,否,是,
mids,array,否,,,,站点id,mids,LX-7A8CF9DA594A,否,否,
reportOptions,object,是,,,,报告参数，按json对象传，[参考](docs/Statistics/CreateReport?id=附加说明),reportOptions,LX-7A8CF9DA594A,否,否,
reportType,int,是,,,,报告类型，1-亚马逊订单；2-产品表现；,reportType,LX-7A8CF9DA594A,否,否,订单号
sids,array,是,,,,店铺id，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-7A8CF9DA594A,否,否,店铺
advertiserIds,array,是,,"[123456789012345,987654321098765]",,广告账号ID列表，BigInteger数组，必填，必须至少选择一个店铺,advertiserIds,LX-7C855BFAF5AA,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选广告组,campaignIds,LX-7C855BFAF5AA,否,否,
campaignType,array,是,,"[""sba""]","sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)","广告活动类型列表，String数组，必填，枚举值：sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)。注意：查询SB广告报告必须且只能携带sba",campaignType,LX-7C855BFAF5AA,否,否,
day,int,否,14天,14,"3, 14, 30，默认14天","归因天数，数据归因天数，枚举值：3, 14, 30，默认14天",day,LX-7C855BFAF5AA,否,否,
endDate,string,是,,2024-12-31,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-7C855BFAF5AA,否,是,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-7C855BFAF5AA,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-7C855BFAF5AA,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-7C855BFAF5AA,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-7C855BFAF5AA,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-7C855BFAF5AA,是,否,
searchText,string,否,,高转化广告组,,搜索文本，模糊搜索广告组名称（ad_group_name）,searchText,LX-7C855BFAF5AA,否,否,
searchType,string,否,,,,搜索类型，目前不用传,searchType,LX-7C855BFAF5AA,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-7C855BFAF5AA,否,是,
status,array,否,,"[""enabled"",""disabled""]","enabled-启用, disabled-禁用，delete-归档","广告组状态列表，String数组，枚举值：enabled-启用, disabled-禁用，delete-归档",status,LX-7C855BFAF5AA,否,否,
amazonOrderId,string,是,,249-6838153-6838402,,订单id,amazonOrderId,LX-7D621DDB5AD5,否,否,订单号
remark,string,是,,,,备注,remark,LX-7D621DDB5AD5,否,否,
sid,int,是,,12,,店铺id，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sid,LX-7D621DDB5AD5,否,否,店铺
apportion_rule,int,是,,1,,分摊规则： 0 无 1 按销售额 2 按销量 3 店铺均摊后按销售额占比分摊 4 店铺均摊后按销量占比分摊,apportion_rule,LX-7ED46019A235,否,否,店铺
dimension,int,是,,2,,分摊维度： 1 msku 2 asin 3 店铺 4 父asin 5 sku 6 企业,dimension,LX-7ED46019A235,否,否,"店铺, MSKU, ASIN, SKU"
fee_items,array,是,,,,费用明细项,fee_items,LX-7ED46019A235,否,否,
currency_code,string,是,,CNY,,币种代码,fee_items[].currency_code,LX-7ED46019A235,否,否,
date,string,是,,2023-02,,分摊日期，格式：Y-m-d 或 Y-m,fee_items[].date,LX-7ED46019A235,否,是,
dimension_value,string,是,,B0ABCD001,,纬度值，例如ASIN值,fee_items[].dimension_value,LX-7ED46019A235,否,否,ASIN
fee,number,是,,-100,,金额,fee_items[].fee,LX-7ED46019A235,否,否,
other_fee_type_id,number,是,,1000014,,费用类型id，[查询费用类型列表](docs/Finance/feeManagementType) 接口对应字段【id】,fee_items[].other_fee_type_id,LX-7ED46019A235,否,否,
remark,string,是,,费用子项备注,,费用子项备注,fee_items[].remark,LX-7ED46019A235,否,否,
sids,array,是,,"[1,2]",,店铺id： 单选店铺传店铺id 全部店铺传[99999999] 企业费用传[88888888] 多选店铺传[77777777] ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,fee_items[].sids,LX-7ED46019A235,否,否,店铺
is_request_pool,int,是,,0,,是否请款：0 否，1 是,is_request_pool,LX-7ED46019A235,否,否,
remark,string,是,,备注,,费用单备注,remark,LX-7ED46019A235,否,否,
submit_type,int,是,,2,1 暂存，2 提交,提交类型：1 暂存，2 提交,submit_type,LX-7ED46019A235,否,否,
bind_detail,array,是,,,,listing数据，上限100,bind_detail,LX-80C0100C2D4F,否,否,
relation_id,string,是,,HOLDER001,,msku，[查询亚马逊Listing](docs/Sale/Listing) 接口对应字段【seller_sku】,bind_detail[].relation_id,LX-80C0100C2D4F,否,否,"店铺, MSKU, SKU"
sid,int,是,,17,,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,bind_detail[].sid,LX-80C0100C2D4F,否,否,店铺
end_date,string,是,,2024-08-05,,结束时间，格式：Y-m-d,end_date,LX-8116408E9FBA,否,是,
length,int,是,15,15,,分页长度，默认15,length,LX-8116408E9FBA,是,否,
offset,int,是,1,1,,页码，默认1,offset,LX-8116408E9FBA,是,否,
start_date,string,是,,2022-01-01,,开始时间，格式：Y-m-d,start_date,LX-8116408E9FBA,否,是,
sys_wid,string,否,,"14,870,1695",,系统仓库id，多个以英文逗号分隔,sys_wid,LX-8116408E9FBA,否,否,仓库
is_matched,int,否,,1,,是否配对：【空表示都返回】 0 未配对 1 配对,is_matched,LX-814E67414272,否,否,
length,int,否,20,20,,分页长度，默认20,length,LX-814E67414272,是,否,
offset,int,否,,0,,分页偏移量,offset,LX-814E67414272,是,否,
wid,string,是,,"1,578,765",,仓库id，多个用英文逗号分隔,wid,LX-814E67414272,否,否,仓库
assessType,int,是,,1,,考核指标：1 销售额，2 销量,assessType,LX-81721F0D55C3,否,否,
assessYear,int,是,,2022,,目标年份(只允许去年、今年、明年),assessYear,LX-81721F0D55C3,否,否,
currencyCode,string,是,,USD,,币种【仅支持USD、EUR、GBP、CNY、JPY】,currencyCode,LX-81721F0D55C3,否,否,
operateType,int,是,,1,1 覆盖 2 更新,操作类型： 1 覆盖 2 更新,operateType,LX-81721F0D55C3,否,否,
userGoalList,array,是,,,,用户目标集合,userGoalList,LX-81721F0D55C3,否,否,
uid,int,是,,1001,,用户id,userGoalList[].uid,LX-81721F0D55C3,否,否,
value1,number,是,,100,,1月目标,userGoalList[].value1,LX-81721F0D55C3,否,否,
value10,number,是,,100,,10月目标,userGoalList[].value10,LX-81721F0D55C3,否,否,
value11,number,是,,100,,11月目标,userGoalList[].value11,LX-81721F0D55C3,否,否,
value12,number,是,,100,,12月目标,userGoalList[].value12,LX-81721F0D55C3,否,否,
value2,number,是,,100,,2月目标,userGoalList[].value2,LX-81721F0D55C3,否,否,
value3,number,是,,100,,3月目标,userGoalList[].value3,LX-81721F0D55C3,否,否,
value4,number,是,,100,,4月目标,userGoalList[].value4,LX-81721F0D55C3,否,否,
value5,number,是,,100,,5月目标,userGoalList[].value5,LX-81721F0D55C3,否,否,
value6,number,是,,100,,6月目标,userGoalList[].value6,LX-81721F0D55C3,否,否,
value7,number,是,,100,,7月目标,userGoalList[].value7,LX-81721F0D55C3,否,否,
value8,number,是,,100,,8月目标,userGoalList[].value8,LX-81721F0D55C3,否,否,
value9,number,是,,100,,9月目标,userGoalList[].value9,LX-81721F0D55C3,否,否,
length,int,否,1000,100,,分页长度，默认1000，上限1000,length,LX-82FF3AF996D2,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-82FF3AF996D2,是,否,
adGroupIds,array,否,,"[123456789,987654321]",,广告组ID列表，Long数组，按广告组ID筛选,adGroupIds,LX-83BBCE9FCB0E,否,否,
advertiserIds,array,是,,"[123456789012345,987654321098765]",,广告账号ID列表，BigInteger数组，必填，必须至少选择一个店铺,advertiserIds,LX-83BBCE9FCB0E,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选,campaignIds,LX-83BBCE9FCB0E,否,否,
campaignType,array,是,,"[""video""]","sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)","广告活动类型列表，String数组，必填，枚举值：sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)。注意：查询SV广告报告必须且只能携带video",campaignType,LX-83BBCE9FCB0E,否,否,
companyId,int,否,,123456,,公司ID,companyId,LX-83BBCE9FCB0E,否,否,
day,int,否,14天,14,"3, 14, 30，默认14天","归因天数，数据归因天数，枚举值：3, 14, 30，默认14天",day,LX-83BBCE9FCB0E,否,否,
endDate,string,是,,2024-12-31,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-83BBCE9FCB0E,否,是,
operationSourceType,string,否,网页操作,web,,操作来源，默认网页操作,operationSourceType,LX-83BBCE9FCB0E,否,否,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-83BBCE9FCB0E,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-83BBCE9FCB0E,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-83BBCE9FCB0E,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-83BBCE9FCB0E,是,否,
pageType,array,否,,"[""search"",""item""]","browse-浏览, item-商品, search-搜索, topic-主题, category-分类, homepage-首页, other-其他","页面类型列表，String数组，枚举值：browse-浏览, item-商品, search-搜索, topic-主题, category-分类, homepage-首页, other-其他",pageType,LX-83BBCE9FCB0E,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-83BBCE9FCB0E,是,否,
searchText,string,否,,春季促销活动,,搜索文本，模糊搜索广告活动名称（campaign_name）,searchText,LX-83BBCE9FCB0E,否,否,
searchType,string,否,,,,搜索类型，目前不用传,searchType,LX-83BBCE9FCB0E,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-83BBCE9FCB0E,否,是,
status,array,否,,"[""enabled"",""live""]","enabled-启用, paused-暂停, scheduled-已安排, rescheduled-重新安排, live-运行中, proposal-提议, completed-已完成","广告活动状态列表，String数组，枚举值：enabled-启用, paused-暂停, scheduled-已安排, rescheduled-重新安排, live-运行中, proposal-提议, completed-已完成",status,LX-83BBCE9FCB0E,否,否,
end_date,string,否,,2024-08-02,,结束时间，格式：Y-m-d，双闭区间 当筛选更新时间时，支持Y-m-d或Y-m-d H:i:s,end_date,LX-853A6501F0BF,否,是,
length,int,是,,20,,分页长度，上限500,length,LX-853A6501F0BF,是,否,
offset,int,是,,0,,分页偏移量,offset,LX-853A6501F0BF,是,否,
search_field_time,string,否,】,create_time,,时间搜索维度： create_time 创建时间【默认值】 last_time 更新时间,search_field_time,LX-853A6501F0BF,否,是,
start_date,string,否,,2024-08-02,,开始时间，格式：Y-m-d，双闭区间 当筛选更新时间时，支持Y-m-d或Y-m-d H:i:s,start_date,LX-853A6501F0BF,否,是,
status,array,否,,"[10, 20]",,状态： 121 待审批 122 已驳回 124 已作废（审批作废） 10 已处理 20 已作废（单据作废） 5 待退货,status,LX-853A6501F0BF,否,否,
