interface_id,level_1_module,level_2_module,level_3_module,interface_name,document_title,document_path,http_method,api_path,purpose,token_bucket_capacity,directory_chain,system_modules,remarks,is_read,is_write,has_side_effect,priority,phase_one,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,filter_action,filter_reason
LX-9212623D77EA,多平台,,,查询Walmart在线商品,查询Walmart在线商品,/docs/MultiPlatform/V2/walmartList.md,POST,/basicOpen/multiplatform/walmart/list,查询Walmart在线商品,1,多平台 / 查询Walmart在线商品列表,Walmart,,是,否,否,P0,是,offset/length,200,是,是,"listing_time_field, listing_start_time, listing_end_time",不超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-B7DA9DE52C6A,多平台,,,查询可用报告列表 - Walmart Payment,查询可用报告列表 - Walmart Payment,/docs/MultiPlatform/V2/WalmartPaymentQueryReport.md,POST,/cepf/fms/openapi/walmartPayment/queryReport,查询可用报告列表 - Walmart Payment,10,多平台 / 查询可用报告列表 - Walmart Payment,Walmart,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,Walmart/WFS 专属或相关接口
LX-F8354824E040,多平台,,,查询多平台店铺信息,查询多平台店铺信息,/docs/MultiPlatform/V2/StoreInfoV2.md,POST,/pb/mp/shop/v2/getSellerList,支持查询多平台店铺基础信息，其中store_id为多平台店铺唯一,10,多平台 / 查询多平台店铺信息,工作台,,是,否,否,P0,是,offset/length,200,是,否,,,按店铺循环 + 分页,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-2C3EA8AD49D5,多平台,,,查询多平台配对列表,查询多平台配对列表,/docs/MultiPlatform/V2/PairListV2.md,POST,/pb/mp/listing/v2/getPairList,获取多平台系统中【产品】>【配对列表】中数据已配对的数据。该模块数据为多平台MSKU与本地SKU的配对关系,10,多平台 / 查询多平台配对列表,产品,,否,是,是,P2,否,offset/length,,是,是,"start_time, end_time",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-C99E2D00C76D,多平台,,,查询平台仓发货单列表,查询平台仓发货单列表,/docs/MultiPlatform/V2/QueryShippingListPage.md,POST,/cepf/warehouse/api/openApi/queryShippingListPage,该接口仅支持walmart，现已提供v2接口[查询平台仓发货单列表v2](docs/MultiPlatform/V2/QueryShippingListV2.md)，支持多平台下全部平台的平台仓发货单列表数据,10,多平台 / 查询平台仓发货单列表,Walmart,,否,是,是,P2,否,offset/length,200,是,是,"start_time, end_time",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-9D5A176AC470,多平台,,,查询平台仓发货单列表v2,查询平台仓发货单列表v2,/docs/MultiPlatform/V2/QueryShippingListV2.md,POST,/basicOpen/multiplatform/query/shippingList,原接口接口仅支持walmart，现已提供v2接口，支持多平台下全部平台的平台仓发货单列表数据,1,多平台 / 查询平台仓发货单列表v2,Walmart,,否,是,是,P2,否,offset/length,,是,是,"timeField, startTime, endTime, updateStartTime, updateEndTime",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-418571887440,多平台,,,查询平台仓发货单详情,查询平台仓发货单详情,/docs/MultiPlatform/V2/shippingDetailByCode.md,POST,/basicOpen/multiplatform/query/shippingDetail,查询平台仓发货单详情,1,多平台 / 查询平台仓发货单详情,工作台,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-C4DB859443E2,多平台,,,查询平台订单列表,查询平台订单列表,/docs/MultiPlatform/V2/newPlatformOrderList.md,POST,/cepfPlatformOrder/open-api/newPlatformOrder/list,查询平台订单列表,1,多平台 / 查询平台订单列表,销售,,是,否,否,P0,是,pageNum/pageSize,,是,是,"dateType, sortField, startDate, endDate",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-66894A74C546,多平台,,,查询报告详情 - Walmart Payment,查询报告详情 - Walmart Payment,/docs/MultiPlatform/V2/WalmartPaymentQueryPage.md,POST,/cepf/fms/openapi/walmartPayment/queryPage,查询报告详情 - Walmart Payment,10,多平台 / 查询报告详情 - Walmart Payment,Walmart,,是,否,否,P1,否,offset/length,200,是,是,"report_id, transaction_posted_timestamp_start, transaction_posted_timestamp_end",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-5C93F09C1D1B,多平台,,,查询订单管理订单列表,查询订单管理订单列表,/docs/MultiPlatform/V2/MultiPlatOrderV2.md,POST,/pb/mp/order/v2/list,>数据对应多平台管理系统中【订单】>【订单管理】的订单数据，涵盖所有平台自发货订单数据,10,多平台 / 查询订单管理订单列表,销售,,是,否,否,P0,是,offset/length,500,是,是,"date_type, start_time, end_time",跨度不能超过31天,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-4BEBA8523762,多平台,,,查询退件地址列表,查询退件地址列表,/docs/MultiPlatform/V2/addressReturnAddressList.md,POST,/basicOpen/multiplatform/address/returnAddressList,查询退件地址列表,1,多平台 / 查询退件地址列表,售后,,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-A4FD6B748623,多平台,,,查询销量统计列表v2,查询销量统计列表v2,/docs/Statistics/PlatformStatisticsSaleStatPageListV2.md,POST,/basicOpen/platformStatisticsV2/saleStat/pageList,查询销量统计列表v2,1,多平台 / 查询多平台销量统计v2,运营,,是,否,否,P1,否,其他,,是,是,"start_date, end_date, date_unit",不超过90天,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-25313630C917,多平台,,,标记订单不发货,标记订单不发货,/docs/MultiPlatform/V2/CancelOrder.md,POST,/pb/mp/order/v2/cancelOrder,标记订单不发货,10,多平台 / 标记订单不发货,销售,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-DCEB8C231969,多平台,,,编辑/更新自发货订单,编辑/更新自发货订单,/docs/MultiPlatform/V2/UpdateOrderV2.md,POST,/pb/mp/order/v2/updateOrder,批量编辑更新【订单管理】模块“待审核”状态订单,10,多平台 / 编辑/更新自发货订单,销售,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-3BAA5CBA09DF,多平台,,,编辑订单,编辑订单,/docs/MultiPlatform/V2/EditOrderV2.md,POST,/pb/mp/order/editOrder,编辑订单,10,多平台 / 编辑订单（新版）,销售,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-2B737D7329A7,多平台,,,获取快速出库结果,获取快速出库结果,/docs/MultiPlatform/V2/GetFastOutboundResultV2.md,POST,/pb/mp/order/v2/getFastOutboundResult,获取快速出库结果,10,多平台 / 获取快速出库结果,仓库,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-3AE2636790C1,多平台,,,订单发货,订单发货,/docs/MultiPlatform/V2/selfShipmentOrderDeliveryGoods.md,POST,/basicOpen/selfShipmentOrder/deliveryGoods,对应订单管理-》发货 操作，对系统订单标记出库，扣减库存,1,多平台 / 订单发货,"仓库, 销售",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-715956D8FA89,多平台,,,订单称重,订单称重,/docs/MultiPlatform/V2/setOrderWeighed.md,POST,/erp/sc/routing/wms/order/setOrderWeighed,订单称重,1,多平台 / 订单称重,销售,,否,否,否,P3,否,无,,是,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-06B2902A5005,多平台,,,预发货,预发货,/docs/MultiPlatform/PreShipment.md,POST,/basicOpen/openapi/multiplatform/order/preShipment,订单管理预发货，对应系统中订单管理“待审核发货”类型的订单进行预发货,1,多平台 / 预发货,销售,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-571E669C2E50,多平台,售后订单,,多平台-Walmart售后订单列表,多平台-Walmart售后订单列表,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,POST,/basicOpen/openapi/multiplatform/walmart/returnOrder/list,多平台-Walmart售后订单列表,1,多平台 / 售后订单 / 多平台-Walmart售后订单列表,"Walmart, 售后, 销售",,是,否,否,P0,是,pageNum/pageSize,,是,是,"startDate, endDate, dateType, sortField",不超过一年,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-1AD86690E18F,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 关键词,查询沃尔玛-广告 - SB广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSbList_21.md,POST,/basicOpen/multiplatform/ads/reportKeywordSbList,查询沃尔玛-广告 - SB广告 - 关键词,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-关键词,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-5182D556071A,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 平台,查询沃尔玛-广告 - SB广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSbList_25.md,POST,/basicOpen/multiplatform/ads/reportPlatformSbList,查询沃尔玛-广告 - SB广告 - 平台,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-平台,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-EAFAEC4B71CF,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 广告,查询沃尔玛-广告 - SB广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSbList_16.md,POST,/basicOpen/multiplatform/ads/reportAdItemSbList,查询沃尔玛-广告 - SB广告 - 广告,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-广告,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-FD59C74A55D7,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 广告活动,查询沃尔玛-广告 - SB广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSbList_19.md,POST,/basicOpen/multiplatform/ads/reportCampaignSbList,查询沃尔玛-广告 - SB广告 - 广告活动,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-广告活动,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField, realtime",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-7C855BFAF5AA,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 广告组,查询沃尔玛-广告 - SB广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-reportAdGroupSbList_15.md,POST,/basicOpen/multiplatform/ads/reportAdGroupSbList,查询沃尔玛-广告 - SB广告 - 广告组,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-广告组,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-6D6235392322,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 页面类型,查询沃尔玛-广告 - SB广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-reportPageTypeSbList_24.md,POST,/basicOpen/multiplatform/ads/reportPageTypeSbList,查询沃尔玛-广告 - SB广告 - 页面类型,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-页面类型,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-434F316A392B,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 关键词,查询沃尔玛-广告 - SP广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSpList_22.md,POST,/basicOpen/multiplatform/ads/reportKeywordSpList,查询沃尔玛-广告 - SP广告 - 关键词,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-关键词,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-646C5878A4CE,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 平台,查询沃尔玛-广告 - SP广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSpList_26.md,POST,/basicOpen/multiplatform/ads/reportPlatformSpList,查询沃尔玛-广告 - SP广告 - 平台,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-平台,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-0CB86D55776C,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告,查询沃尔玛-广告 - SP广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSpList_17.md,POST,/basicOpen/multiplatform/ads/reportAdItemSpList,查询沃尔玛-广告 - SP广告 - 广告,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-广告,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-058A66EC8E8E,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告活动,查询沃尔玛-广告 - SP广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-CampaignSpList_3.md,POST,/basicOpen/multiplatform/ads/queryCampaignSpList,查询沃尔玛-广告 - SP广告 - 广告活动,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-广告活动,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-31720B315BD9,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告组,查询沃尔玛-广告 - SP广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-GroupSpList_9.md,POST,/basicOpen/multiplatform/ads/queryGroupSpList,查询沃尔玛-广告 - SP广告 - 广告组,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-广告组,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-5779B4C3F664,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 页面类型,查询沃尔玛-广告 - SP广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-PageTypeSPList_10.md,POST,/basicOpen/multiplatform/ads/queryPageTypeSPList,查询沃尔玛-广告 - SP广告 - 页面类型,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-页面类型,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,,是,是,"adDatePicker, endDate, startDate",间隔不能超过31天,按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-DD135F34D7C2,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 关键词,查询沃尔玛-广告 - SV广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSvList_23.md,POST,/basicOpen/multiplatform/ads/reportKeywordSvList,查询沃尔玛-广告 - SV广告 - 关键词,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-关键词,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-F47DF22109CA,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 平台,查询沃尔玛-广告 - SV广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSvList_27.md,POST,/basicOpen/multiplatform/ads/reportPlatformSvList,查询沃尔玛-广告 - SV广告 - 平台,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-平台,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-40C3F27491DD,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告,查询沃尔玛-广告 - SV广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSvList_18.md,POST,/basicOpen/multiplatform/ads/reportAdItemSvList,查询沃尔玛-广告 - SV广告 - 广告,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-广告,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-86309AAB2BAC,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告活动,查询沃尔玛-广告 - SV广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSvList_20.md,POST,/basicOpen/multiplatform/ads/reportCampaignSvList,查询沃尔玛-广告 - SV广告 - 广告活动,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-广告活动,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-541F3B11E6DE,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告组,查询沃尔玛-广告 - SV广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-AdGroupSvList_1.md,POST,/basicOpen/multiplatform/ads/queryAdGroupSvList,查询沃尔玛-广告 - SV广告 - 广告组,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-广告组,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,,是,是,"dateKey, endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-83BBCE9FCB0E,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 页面类型,查询沃尔玛-广告 - SV广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-ReportPageTypeSvList_11.md,POST,/basicOpen/multiplatform/ads/queryReportPageTypeSvList,查询沃尔玛-广告 - SV广告 - 页面类型,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-页面类型,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-48F40DDAE6D3,多平台,广告,Walmart广告,查询沃尔玛-词 - 沃尔玛热门搜索词,查询沃尔玛-词 - 沃尔玛热门搜索词,/docs/MultiPlatform/Advertisement/walmart-reportSearchTrendsList_28.md,POST,/basicOpen/multiplatform/ads/reportSearchTrendsList,查询沃尔玛-词 - 沃尔玛热门搜索词,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-词-沃尔玛热门搜索词,"Walmart, 广告",,是,否,否,P1,否,pageNum/pageSize,,是,是,reportDate,,按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-1DC15769BD57,多平台,广告,Walmart广告,查询沃尔玛广告主列表,查询沃尔玛广告主列表,/docs/newAd/report/WalmartQueryAdvertiserList.md,POST,/basicOpen/adReport/advertiser/list,查询沃尔玛广告主列表,1,多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-广告主列表,"Walmart, 广告",,是,否,否,P1,否,page/limit,,是,否,,,全量后分页,保留,Walmart/WFS 专属或相关接口
LX-1524E1C3FF10,多平台,统计,,查询Walmart产品表现,查询Walmart产品表现,/docs/MultiPlatform/WalmartProductAnalysisList.md,POST,/basicOpen/platformStatistics/walmartProductAnalysis/list,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,1,多平台 / 统计 / 查询Walmart产品表现,"Walmart, 产品, 运营",,是,否,否,P0,是,pageNum/pageSize,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-63E99B54ED72,多平台,财务,Walmart财务,Walmart-查询回款明细列表,Walmart-查询回款明细列表,/docs/MultiPlatform/WalmartBillPayoutList.md,POST,/basicOpen/multiplatformFinance/walmart/bill/payout/list,Walmart-查询回款明细列表，支持按店铺、站点、账期、时间和金额比较条件查询 Walmart 回款明细。,1,多平台 / 财务 / Walmart财务 / Walmart-查询回款明细列表,"Walmart, 财务",,是,否,否,P0,是,offset/length,200,是,是,"endDate, startDate",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-727003CFF7B4,多平台,财务,Walmart财务,Walmart-查询结算账单列表,Walmart-查询结算账单列表,/docs/MultiPlatform/WalmartBillStatementList.md,POST,/basicOpen/multiplatformFinance/walmart/bill/statement/list,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,1,多平台 / 财务 / Walmart财务 / Walmart-查询结算账单列表,"Walmart, 财务, 销售",,是,否,否,P0,是,offset/length,200,是,是,"endDate, startDate",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-5D552F4D7A8D,多平台,财务,利润报表,利润报表-列表配置查询,利润报表-列表配置查询,/docs/Finance/ProfitReportConfig.md,POST,/basicOpen/finance/profitReport/config,利润报表-列表配置查询,1,多平台 / 财务 / 利润报表 / 查询利润报表-列表配置,财务,,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-0BB27D85E792,多平台,财务,利润报表,利润报表-明细列表查询,利润报表-明细列表查询,/docs/Finance/SettlementProfitList.md,POST,/basicOpen/finance/settlement/profitList,利润报表-明细列表查询,1,多平台 / 财务 / 利润报表 / 查询利润报表-明细列表,财务,,是,否,否,P1,否,pageNum/pageSize,200,是,是,"summaryType, startDate, endDate, dateRangeType",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-DEF946C2CC04,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-msku,查询结算利润（利润报表）-msku,/docs/MultiPlatform/V2/profitReportMsku.md,POST,/basicOpen/multiplatform/profit/report/msku,查询结算利润（利润报表）-msku,1,多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-msku,"财务, 产品",,是,否,否,P1,否,offset/length,200,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-61200503BD63,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-sku,查询结算利润（利润报表）-sku,/docs/MultiPlatform/V2/profitReportSku.md,POST,/basicOpen/multiplatform/profit/report/sku,查询结算利润（利润报表）-sku,1,多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-sku,"财务, 产品",,是,否,否,P1,否,offset/length,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-77BF3BD27008,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-店铺（旧版）,查询结算利润（利润报表）-店铺（旧版）,/docs/MultiPlatform/V2/profitReportSeller.md,POST,/basicOpen/multiplatform/profit/report/seller,查询结算利润（利润报表）-店铺（旧版）,1,多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-店铺,财务,,是,否,否,P3,否,offset/length,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-DB6D62E9EE37,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-订单,查询结算利润（利润报表）-订单,/docs/MultiPlatform/V2/profitReportOrder.md,POST,/basicOpen/multiplatform/profit/report/order,查询结算利润（利润报表）-订单,1,多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-订单,"财务, 销售",,是,否,否,P0,是,offset/length,,是,是,"searchDateType, startDate, endDate",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-51D280C19061,客服,,,判断是否提交人自选,判断是否提交人自选,/docs/Service/AfterSalesWorkOrderAuditFlowIsUserSelect.md,POST,/basicOpen/customerService/workOrder/auditFlow/isUserSelect,判断售后工单审批流是否需要提交人自选审批人。,1,客服 / 判断是否提交人自选,"售后, 销售",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-E18C1FFEB32C,客服,,,提交售后工单,提交售后工单,/docs/Service/AfterSalesWorkOrderAuditFlowSubmit.md,POST,/basicOpen/customerService/workOrder/auditFlow/summit,用于提交创建成功后的售后工单。,1,客服 / 提交售后工单审批流,"售后, 销售",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-A8485DB1E3D3,客服,,,查询RMA管理,查询RMA管理,/docs/Service/customerServiceRmaManageList.md,POST,/basicOpen/customerService/rmaManage/list,查询RMA管理,1,客服 / 查询RMA管理,售后,,是,否,否,P1,否,pageNum/pageSize,,是,是,"searchTimeFiled, startTime, endTime",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-CD351FB7F89D,客服,,,查询业绩通知列表,查询业绩通知列表,/docs/Service/PerformanceNoticeList.md,POST,/basicOpen/customerService/performanceNotice/list,查询业绩通知列表,1,客服 / 查询业绩通知列表,售后,,是,否,否,P1,否,offset/length,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-EF34B93FBA6A,客服,,,查询买家之声列表,查询买家之声列表,/docs/Service/voiceOfBuyerList.md,POST,/basicOpen/customerService/voiceOfBuyer/list,查询买家之声列表,1,客服 / 查询买家之声列表,售后,,是,否,否,P1,否,offset/length,200,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
