system_module,applicable_page,interface_id,interface_name,document_path,business_use,phase_one_recommended,priority,remarks
财务,财务与对账页,LX-1E89A7A2DA3C,删除费用单,/docs/Finance/feeManagementDelete.md,支持删除 “待提交” 状态的费用单,否,P2,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-A453FAE8A107,查询利润报表-SKU,/docs/Finance/bdSKU.md,查询利润报表-SKU,否,P1,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-A453FAE8A107,查询利润报表-SKU,/docs/Finance/bdSKU.md,查询利润报表-SKU,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-E67765C12B1D,查询利润报表-店铺,/docs/Finance/bdSeller.md,查询利润报表-店铺,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-69B7BDB30BF3,查询利润报表-店铺月度汇总,/docs/Finance/bdSellerSummary.md,查询利润报表-店铺月度汇总,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-27FD5B4A5146,查询利润报表 - 订单维度transaction视图,/docs/Finance/profitReportOrderTranscationList.md,查询利润报表 - 订单维度transaction视图,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-27FD5B4A5146,查询利润报表 - 订单维度transaction视图,/docs/Finance/profitReportOrderTranscationList.md,查询利润报表 - 订单维度transaction视图,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-F30C3A5673B7,查询利润报表-订单,/docs/Finance/bdOrder.md,本接口即将下线【不再建议使用】，建议使用[查询利润报表 - 订单维度transaction视图](/docs/Finance/profitReportOrderTranscationList),是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-F30C3A5673B7,查询利润报表-订单,/docs/Finance/bdOrder.md,本接口即将下线【不再建议使用】，建议使用[查询利润报表 - 订单维度transaction视图](/docs/Finance/profitReportOrderTranscationList),是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-C158E1CD652D,查询利润报表（旧） - MSKU,/docs/Finance/FianceProfitMsku.md,支持查询系统【财务】>【利润报表】中MSKU维度统计数据,否,P3,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-C158E1CD652D,查询利润报表（旧） - MSKU,/docs/Finance/FianceProfitMsku.md,支持查询系统【财务】>【利润报表】中MSKU维度统计数据,否,P3,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-C158E1CD652D,查询利润报表（旧） - MSKU,/docs/Finance/FianceProfitMsku.md,支持查询系统【财务】>【利润报表】中MSKU维度统计数据,否,P3,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-E9129B6BC59E,查询利润报表（旧）-结算明细,/docs/Finance/profitSettlement.md,支持查询系统【财务】>【利润报表】>【结算明细】数据,否,P3,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-2AD144D844C7,查询settlement下载URL,/docs/Finance/SettlementExportUrlGet.md,查询settlement下载URL,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-2454C40DBB80,查询广告发票列表,/docs/Finance/InvoiceList.md,查询广告发票列表,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-2454C40DBB80,查询广告发票列表,/docs/Finance/InvoiceList.md,查询广告发票列表,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-A8A460011763,查询广告发票活动列表,/docs/Finance/InvoiceCampaignList.md,查询广告发票活动列表,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-A8A460011763,查询广告发票活动列表,/docs/Finance/InvoiceCampaignList.md,查询广告发票活动列表,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-7106755764A4,查询广告发票基本信息,/docs/Finance/InvoiceDetail.md,查询广告发票基本信息,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-7106755764A4,查询广告发票基本信息,/docs/Finance/InvoiceDetail.md,查询广告发票基本信息,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-D797CA8C373A,立即重算-利润报表数据,/docs/Finance/ComputeManual.md,立即重算-利润报表数据,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-598C49EB1197,查询请款单列表,/docs/Finance/RequestFundsOrderList.md,查询请款单列表,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-598C49EB1197,查询请款单列表,/docs/Finance/RequestFundsOrderList.md,查询请款单列表,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-FF6962F51900,查询收款单列表,/docs/Finance/QueryReceiptFundsList.md,支持查询收款单列表,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-92FE8988B86C,查询请款池 - 货款现结,/docs/Finance/requestFundsPoolPurchaseList.md,查询请款池 - 货款现结,否,P1,规则初判；全量接入前由业务负责人确认。
采购,采购管理页,LX-92FE8988B86C,查询请款池 - 货款现结,/docs/Finance/requestFundsPoolPurchaseList.md,查询请款池 - 货款现结,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-62F91F9CB35B,查询请款池 - 货款月结,/docs/Finance/requestFundsPoolInboundList.md,查询请款池 - 货款月结,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-9C950113F6EA,查询请款池 - 货款预付款,/docs/Finance/requestFundsPoolPrepayList.md,查询请款池 - 货款预付款,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-A095838ED68E,查询请款池-物流请款,/docs/Finance/requestFundsPoolLogisticsList.md,查询请款池-物流请款,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-D0E648500CCA,查询请款池-其他应付款,/docs/Finance/requestFundsPoolCustomFeeList.md,查询请款池-其他应付款,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-0A3BA5A66954,查询请款池-其他费用,/docs/Finance/requestFundsPoolOtherFeeList.md,查询请款池-其他费用,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-CEFCD4ABAF61,应收报告-列表查询,/docs/Finance/receivableReportList.md,应收报告-列表查询,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-B30E9E6803D0,应收报告-详情-列表,/docs/Finance/reportListDetail.md,应收报告-详情-列表,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-0F0DF3FDD859,应收报告-详情-基础信息,/docs/Finance/reportListDetailInfo.md,应收报告-详情-基础信息,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-61BD491411AA,查询邮件列表,/docs/Service/lists.md,支持查询【邮件消息】列表,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-5F14BE8D2BD0,查询邮件详情,/docs/Service/detail.md,支持获取邮件内容详情,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-D27EF46B3ADF,查询评价管理 4-5星Feedback列表,/docs/Service/FeedbackList.md,查询评价管理 4-5星Feedback列表,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-2C7CF1CE8AAE,查询评价统计-Review列表,/docs/Service/reviewLists.md,查询评价统计-Review列表,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-2C7CF1CE8AAE,查询评价统计-Review列表,/docs/Service/reviewLists.md,查询评价统计-Review列表,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-2D4837A1809E,查询评价统计-Review每日新增数,/docs/Service/reviewDetail.md,查询评价统计-Review每日新增数,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-2D4837A1809E,查询评价统计-Review每日新增数,/docs/Service/reviewDetail.md,查询评价统计-Review每日新增数,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-B75C246341A6,查询评价统计-Feedback列表,/docs/Service/feedbackLists.md,查询评价统计-Feedback列表,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-B75C246341A6,查询评价统计-Feedback列表,/docs/Service/feedbackLists.md,查询评价统计-Feedback列表,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-BFDF4705FFBD,查询评价统计-Feedback每日新增数,/docs/Service/feedbackDetail.md,查询评价统计-Feedback每日新增数,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-BFDF4705FFBD,查询评价统计-Feedback每日新增数,/docs/Service/feedbackDetail.md,查询评价统计-Feedback每日新增数,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-C1830CE93E50,查询客户列表（旧）,/docs/Service/CustomerList.md,本接口即将下线，请尽快切换到：[查询客户列表（新）](docs/Service/customerServiceCrmcustomerIndex),否,P3,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-5470F505D06E,查询售后工单列表,/docs/Service/AfterSalesWorkOrderList.md,查询售后工单列表,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-5470F505D06E,查询售后工单列表,/docs/Service/AfterSalesWorkOrderList.md,查询售后工单列表,是,P0,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-E18C1FFEB32C,提交售后工单,/docs/Service/AfterSalesWorkOrderAuditFlowSubmit.md,用于提交创建成功后的售后工单。,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-E18C1FFEB32C,提交售后工单,/docs/Service/AfterSalesWorkOrderAuditFlowSubmit.md,用于提交创建成功后的售后工单。,否,P2,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-51D280C19061,判断是否提交人自选,/docs/Service/AfterSalesWorkOrderAuditFlowIsUserSelect.md,判断售后工单审批流是否需要提交人自选审批人。,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-51D280C19061,判断是否提交人自选,/docs/Service/AfterSalesWorkOrderAuditFlowIsUserSelect.md,判断售后工单审批流是否需要提交人自选审批人。,否,P2,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-EA8918986608,查询店铺绩效列表,/docs/Service/storePerformanceList.md,查询店铺绩效列表,是,P0,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-54F0AD822356,查询店铺绩效详情,/docs/Service/PerformanceNoticeDetail.md,查询店铺绩效详情,是,P0,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-EF34B93FBA6A,查询买家之声列表,/docs/Service/voiceOfBuyerList.md,查询买家之声列表,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-A8485DB1E3D3,查询RMA管理,/docs/Service/customerServiceRmaManageList.md,查询RMA管理,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-95DD19D356E9,查询客户列表（新）,/docs/Service/customerServiceCrmcustomerIndex.md,查询客户列表（新）,否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-CD351FB7F89D,查询业绩通知列表,/docs/Service/PerformanceNoticeList.md,查询业绩通知列表,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-4EDA0C221DF4,关键词列表,/docs/Tools/GetKeywordList.md,关键词列表,否,P1,规则初判；全量接入前由业务负责人确认。
工作台,数据总览 / 待评估接口,LX-001128D990D5,查询竞品监控列表,/docs/Tools/CompetitiveMonitorList.md,查询竞品监控列表,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-8DD1FB86D648,查询预警消息列表-商品,/docs/Tools/warningMessageGoodsList.md,查询预警消息列表-商品,是,P0,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-8F9A0C4E13C0,查询预警消息列表-库存,/docs/Tools/warningMessageInventoryList.md,查询预警消息列表-库存,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-8F9A0C4E13C0,查询预警消息列表-库存,/docs/Tools/warningMessageInventoryList.md,查询预警消息列表-库存,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-7A8CF9DA594A,创建报告,/docs/Statistics/CreateReport.md,此接口为异步创建,否,P2,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-FC39BD159D05,查询报告,/docs/Statistics/GetReport.md,查询报告,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-F9F6C21DEC55,查询利润统计（旧）-MSKU,/docs/Statistics/ProfitMsku.md,支持查询系统【统计】>【利润统计】中MSKU维度数据,否,P3,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-F9F6C21DEC55,查询利润统计（旧）-MSKU,/docs/Statistics/ProfitMsku.md,支持查询系统【统计】>【利润统计】中MSKU维度数据,否,P3,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-F9F6C21DEC55,查询利润统计（旧）-MSKU,/docs/Statistics/ProfitMsku.md,支持查询系统【统计】>【利润统计】中MSKU维度数据,否,P3,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-3D58C3293860,查询利润统计-MSKU,/docs/Statistics/statisticsOpenMSKU.md,支持查询新版利润统计的MSKU维度,否,P1,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-3D58C3293860,查询利润统计-MSKU,/docs/Statistics/statisticsOpenMSKU.md,支持查询新版利润统计的MSKU维度,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-3D58C3293860,查询利润统计-MSKU,/docs/Statistics/statisticsOpenMSKU.md,支持查询新版利润统计的MSKU维度,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-A5F6A7E6639A,查询利润统计-店铺,/docs/Statistics/statisticsOpenSeller.md,支持查询新版利润统计的店铺维度,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-A5F6A7E6639A,查询利润统计-店铺,/docs/Statistics/statisticsOpenSeller.md,支持查询新版利润统计的店铺维度,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-1C7C9C7B770D,查询店铺汇总销量,/docs/Statistics/StoreSales.md,支持按店铺维度查询店铺销量、销售额,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-1C7C9C7B770D,查询店铺汇总销量,/docs/Statistics/StoreSales.md,支持按店铺维度查询店铺销量、销售额,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,是,P0,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-5891B9352423,库存报表-本地仓-新报表-汇总,/docs/Statistics/LocalAggregateListNew.md,库存报表-本地仓-新报表-汇总,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-FCDF84763AAF,库存报表-本地仓-新报表-明细,/docs/Statistics/LocalDetailListNew.md,库存报表-本地仓-新报表-明细,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-171BF687A225,库存报表-本地仓-历史报表-汇总,/docs/Statistics/LocalAggregateList.md,库存报表-本地仓-历史报表-汇总,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-0070B9951962,库存报表-本地仓-历史报表-明细,/docs/Statistics/LocalDetailList.md,库存报表-本地仓-历史报表-明细,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-CD4E8AC1BDC2,库存报表-海外仓-新报表-汇总,/docs/Statistics/OverseasAggregateListNew.md,库存报表-海外仓-新报表-汇总,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-8116408E9FBA,库存报表-海外仓-新报表-明细,/docs/Statistics/OverseasDetailListNew.md,库存报表-海外仓-新报表-明细,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-A5CE884A505B,库存报表-海外仓-历史报表-汇总,/docs/Statistics/OverseasAggregateList.md,库存报表-海外仓-历史报表-汇总,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-3D1F244FB7C8,库存报表-海外仓-历史报表-明细,/docs/Statistics/OverseasDetailList.md,库存报表-海外仓-历史报表-明细,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-F8006AE8F077,创建移除订单,/docs/Statistics/CreateRemovalOrder.md,创建移除订单,否,P2,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-F8006AE8F077,创建移除订单,/docs/Statistics/CreateRemovalOrder.md,创建移除订单,否,P2,规则初判；全量接入前由业务负责人确认。
采购,采购管理页,LX-95A42DA552D3,查询采购报表列表 - 产品,/docs/Statistics/PurchaseReportProductList.md,查询采购报表列表 - 产品,是,P0,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-95A42DA552D3,查询采购报表列表 - 产品,/docs/Statistics/PurchaseReportProductList.md,查询采购报表列表 - 产品,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-95A42DA552D3,查询采购报表列表 - 产品,/docs/Statistics/PurchaseReportProductList.md,查询采购报表列表 - 产品,是,P0,规则初判；全量接入前由业务负责人确认。
采购,采购管理页,LX-766F8D291DF3,查询采购报表列表 - 供应商,/docs/Statistics/PurchaseReportSupplierList.md,查询采购报表列表 - 供应商,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-766F8D291DF3,查询采购报表列表 - 供应商,/docs/Statistics/PurchaseReportSupplierList.md,查询采购报表列表 - 供应商,否,P1,规则初判；全量接入前由业务负责人确认。
采购,采购管理页,LX-DCA6FEF9EA75,查询采购报表列表 - 采购员,/docs/Statistics/PurchaseReportBuyerList.md,查询采购报表列表 - 采购员,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-DCA6FEF9EA75,查询采购报表列表 - 采购员,/docs/Statistics/PurchaseReportBuyerList.md,查询采购报表列表 - 采购员,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-93C1FB831AAA,查询运营日志,/docs/Statistics/operateLogList.md,查询运营日志,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-8F98CEB43A6D,查询运营日志(新),/docs/Statistics/operateLogV2List.md,查询运营日志(新),否,P1,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-B5184BA8522B,统计-查询退货分析,/docs/Statistics/ReturnOrderAnalysisLists.md,支持统计-查询退货分析,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-B5184BA8522B,统计-查询退货分析,/docs/Statistics/ReturnOrderAnalysisLists.md,支持统计-查询退货分析,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-B5184BA8522B,统计-查询退货分析,/docs/Statistics/ReturnOrderAnalysisLists.md,支持统计-查询退货分析,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-C3C3157EC484,店铺维度-查询目标,/docs/TargetManage/StoreBatchSelect.md,店铺维度-查询目标,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-532ADAD560E1,店铺维度-新增/更新目标,/docs/TargetManage/StoreBatchOperate.md,店铺维度-新增/更新目标,否,P3,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-65E684431831,店铺维度-删除目标,/docs/TargetManage/StoreBatchDelete.md,店铺维度-删除目标,否,P2,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-CEFFEEDBFB8D,负责人维度-查询目标,/docs/TargetManage/UserBatchSelect.md,负责人维度-查询目标,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-81721F0D55C3,负责人维度-新增/更新目标,/docs/TargetManage/UserBatchOperate.md,负责人维度-新增/更新目标,否,P3,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-D4AEBED1B7C5,负责人维度-删除目标,/docs/TargetManage/UserBatchDelete.md,负责人维度-删除目标,否,P2,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-1DC15769BD57,查询沃尔玛广告主列表,/docs/newAd/report/WalmartQueryAdvertiserList.md,查询沃尔玛广告主列表,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-1DC15769BD57,查询沃尔玛广告主列表,/docs/newAd/report/WalmartQueryAdvertiserList.md,查询沃尔玛广告主列表,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-541F3B11E6DE,查询沃尔玛-广告 - SV广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-AdGroupSvList_1.md,查询沃尔玛-广告 - SV广告 - 广告组,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-541F3B11E6DE,查询沃尔玛-广告 - SV广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-AdGroupSvList_1.md,查询沃尔玛-广告 - SV广告 - 广告组,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-058A66EC8E8E,查询沃尔玛-广告 - SP广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-CampaignSpList_3.md,查询沃尔玛-广告 - SP广告 - 广告活动,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-058A66EC8E8E,查询沃尔玛-广告 - SP广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-CampaignSpList_3.md,查询沃尔玛-广告 - SP广告 - 广告活动,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-31720B315BD9,查询沃尔玛-广告 - SP广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-GroupSpList_9.md,查询沃尔玛-广告 - SP广告 - 广告组,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-31720B315BD9,查询沃尔玛-广告 - SP广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-GroupSpList_9.md,查询沃尔玛-广告 - SP广告 - 广告组,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-5779B4C3F664,查询沃尔玛-广告 - SP广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-PageTypeSPList_10.md,查询沃尔玛-广告 - SP广告 - 页面类型,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-5779B4C3F664,查询沃尔玛-广告 - SP广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-PageTypeSPList_10.md,查询沃尔玛-广告 - SP广告 - 页面类型,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-7C855BFAF5AA,查询沃尔玛-广告 - SB广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-reportAdGroupSbList_15.md,查询沃尔玛-广告 - SB广告 - 广告组,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-7C855BFAF5AA,查询沃尔玛-广告 - SB广告 - 广告组,/docs/MultiPlatform/Advertisement/walmart-reportAdGroupSbList_15.md,查询沃尔玛-广告 - SB广告 - 广告组,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-EAFAEC4B71CF,查询沃尔玛-广告 - SB广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSbList_16.md,查询沃尔玛-广告 - SB广告 - 广告,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-EAFAEC4B71CF,查询沃尔玛-广告 - SB广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSbList_16.md,查询沃尔玛-广告 - SB广告 - 广告,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-0CB86D55776C,查询沃尔玛-广告 - SP广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSpList_17.md,查询沃尔玛-广告 - SP广告 - 广告,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-0CB86D55776C,查询沃尔玛-广告 - SP广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSpList_17.md,查询沃尔玛-广告 - SP广告 - 广告,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-40C3F27491DD,查询沃尔玛-广告 - SV广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSvList_18.md,查询沃尔玛-广告 - SV广告 - 广告,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-40C3F27491DD,查询沃尔玛-广告 - SV广告 - 广告,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSvList_18.md,查询沃尔玛-广告 - SV广告 - 广告,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-FD59C74A55D7,查询沃尔玛-广告 - SB广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSbList_19.md,查询沃尔玛-广告 - SB广告 - 广告活动,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-FD59C74A55D7,查询沃尔玛-广告 - SB广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSbList_19.md,查询沃尔玛-广告 - SB广告 - 广告活动,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-86309AAB2BAC,查询沃尔玛-广告 - SV广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSvList_20.md,查询沃尔玛-广告 - SV广告 - 广告活动,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-86309AAB2BAC,查询沃尔玛-广告 - SV广告 - 广告活动,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSvList_20.md,查询沃尔玛-广告 - SV广告 - 广告活动,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-1AD86690E18F,查询沃尔玛-广告 - SB广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSbList_21.md,查询沃尔玛-广告 - SB广告 - 关键词,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-1AD86690E18F,查询沃尔玛-广告 - SB广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSbList_21.md,查询沃尔玛-广告 - SB广告 - 关键词,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-434F316A392B,查询沃尔玛-广告 - SP广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSpList_22.md,查询沃尔玛-广告 - SP广告 - 关键词,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-434F316A392B,查询沃尔玛-广告 - SP广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSpList_22.md,查询沃尔玛-广告 - SP广告 - 关键词,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-DD135F34D7C2,查询沃尔玛-广告 - SV广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSvList_23.md,查询沃尔玛-广告 - SV广告 - 关键词,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-DD135F34D7C2,查询沃尔玛-广告 - SV广告 - 关键词,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSvList_23.md,查询沃尔玛-广告 - SV广告 - 关键词,否,P1,规则初判；全量接入前由业务负责人确认。
