interface_key,platform,business_domain,module,api_name,api_path,method,protocol,source_doc_path,normalized_interface_source,request_params_source,response_fields_source,verification_status,contract_status,do_not_use_status,deleted_status,priority,target_system_module,data_role,risk_code,notes
LX-E6238EC4E51A,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,创建已完成的数量调整单,/erp/sc/routing/inventoryReceipt/StorageAdjustment/addAdjustmentOrder,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-E6238EC4E51A,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-E6238EC4E51A (13 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-E6238EC4E51A (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-2D7501EFFF14,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,创建已完成的盘点单,/erp/sc/routing/inventoryReceipt/InventoryCheck/addOrder,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-2D7501EFFF14,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-2D7501EFFF14 (11 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-2D7501EFFF14 (8 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,产品; 仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-41BB2D2886D2,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,创建待收货/已完成的调拨单,/erp/sc/routing/inventoryReceipt/StorageAllocation/addAllocationOrder,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-41BB2D2886D2,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-41BB2D2886D2 (36 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-41BB2D2886D2 (8 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-5EBF326CAE51,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,创建待调拨的调拨单,/erp/sc/routing/inventoryReceipt/StorageAllocation/submitAllocationOrder,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-5EBF326CAE51,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-5EBF326CAE51 (34 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-5EBF326CAE51 (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-9AE1466FB085,Lingxing ERP (platform scope unverified),Inventory,仓库 / 海外仓,删除备货单,/basicOpen/overSeaWarehouse/stockOrder/delete,DELETE,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-9AE1466FB085,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-9AE1466FB085 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-9AE1466FB085 (6 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-E4F62AF71863,Multi-platform (Walmart applicability unverified),Inventory,多平台,平台仓发货单分配库存,/basicOpen/multiplatform/allocate/stock,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-E4F62AF71863,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-E4F62AF71863 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-E4F62AF71863 (12 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-3B84A6C4C9B4,Lingxing ERP (platform scope unverified),Inventory,仓库 / 海外仓,海外仓备货单发货,/erp/sc/routing/owms/inbound/sendInbound,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-3B84A6C4C9B4,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-3B84A6C4C9B4 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-3B84A6C4C9B4 (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-B6250EFFD833,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,添加入库单,/erp/sc/routing/storage/storage/orderAdd,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-B6250EFFD833,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-B6250EFFD833 (22 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-B6250EFFD833 (8 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-FEFC2C739C57,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,添加出库单,/erp/sc/routing/storage/storage/orderAddOut,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-FEFC2C739C57,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-FEFC2C739C57 (26 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-FEFC2C739C57 (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-E8270027E4C1,Lingxing ERP (platform scope unverified),Inventory,仓库 / 海外仓,备货单分配库存,/basicOpen/overSeaWarehouse/stockOrder/allocate,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-E8270027E4C1,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-E8270027E4C1 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-E8270027E4C1 (6 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P3,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-6F8ABDE7B566,Lingxing ERP (platform scope unverified),Inventory,仓库 / 库存&流水,查询库存流水（旧）,/erp/sc/routing/data/local_inventory/wareHouseStatement,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-6F8ABDE7B566,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-6F8ABDE7B566 (6 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-6F8ABDE7B566 (35 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P3,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-A6E36DA67F9C,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,调拨单全部收货,/erp/sc/routing/inventoryReceipt/StorageAllocation/receiveAllocationOrder,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A6E36DA67F9C,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A6E36DA67F9C (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A6E36DA67F9C (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P3,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-C59B5D5BB158,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,调拨单分批收货,/erp/sc/routing/inventoryReceipt/StorageAllocation/partlyReceiveAllocationOrder,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-C59B5D5BB158,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-C59B5D5BB158 (7 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-C59B5D5BB158 (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P3,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-375342860CAD,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,调拨单结束到货,/erp/sc/routing/inventoryReceipt/StorageAllocation/finishReceiveAllocationOrder,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-375342860CAD,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-375342860CAD (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-375342860CAD (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P3,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-44D4A6C312C6,Lingxing ERP (platform scope unverified),Listing,产品,获取UPC编码列表,/listing/publish/api/upc/upcList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-44D4A6C312C6,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-44D4A6C312C6 (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-44D4A6C312C6 (16 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,产品,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-0CF22467375C,Lingxing ERP (platform scope unverified),Listing,产品,创建UPC编码,/listing/publish/api/upc/addCommodityCode,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-0CF22467375C,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-0CF22467375C (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-0CF22467375C (4 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,产品,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-C3A91E5872F8,Amazon,Other,VC,VC报表-流量报表,/basicOpen/vc/report/traffic/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-C3A91E5872F8,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A07E627F7B70,Lingxing ERP (platform scope unverified),Other,基础数据,定制化附件下载接口,/erp/sc/routing/customized/file/download,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A07E627F7B70,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A07E627F7B70 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A07E627F7B70 (9 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,工作台,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-A5A268931A5E,Amazon,Other,亚马逊源表数据,报告导出 - 报告下载链接续期,/basicOpen/report/amazonReportExportTask,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-A5A268931A5E,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-61E78101B1CA,Amazon,Other,亚马逊源表数据,报告导出-查询导出任务结果,/basicOpen/report/query/reportExportTask,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-61E78101B1CA,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-04CE920F9507,Lingxing ERP (platform scope unverified),Other,基础数据,查询ERP用户信息列表,/erp/sc/data/account/lists,GET,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-04CE920F9507,NONE,docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-04CE920F9507 (18 rows),doc=文档已收录; tested=未验证; phase1=待评估,PARTIAL_CONTRACT,no,no,P1,工作台,candidate_source_read,MISSING_REQUEST_PARAMS,no matching repository legacy Markdown snapshot; path/method present but parameter or field evidence is incomplete
LX-2FC431E25099,Amazon,Other,补货限制,查询IPI信息,/erp/sc/routing/fbaLimit/restock/getIpiInfo,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-2FC431E25099,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-00C35C824841,Amazon,Other,基础数据,查询亚马逊国家下地区列表,/erp/sc/data/worldState/lists,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-00C35C824841,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-C4CB3335310B,Amazon,Other,亚马逊源表数据,查询亚马逊源报表-交易明细,/erp/sc/data/mws_report/transaction,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-C4CB3335310B,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-02A75E695712,Amazon,Other,亚马逊源表数据,查询亚马逊源报表-盘存记录,/basicOpen/openapi/mwsReport/adjustmentList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-02A75E695712,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-3FFAF18CCAEF,Amazon,Other,统计,查询亚马逊赔偿报告列表,/basicOpen/openapi/mwsReport/reimbursementList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-3FFAF18CCAEF,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-B70161F2CA8D,Lingxing ERP (platform scope unverified),Other,采购,查询供应商列表,/erp/sc/data/local_inventory/supplier,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-B70161F2CA8D,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-B70161F2CA8D (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-B70161F2CA8D (55 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,采购,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-FDCFE7F2A098,Amazon,Other,补货建议,查询建议信息-ASIN,/erp/sc/routing/fbaSug/asin/getInfo,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-FDCFE7F2A098,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-FC39BD159D05,Lingxing ERP (platform scope unverified),Other,统计,查询报告,/openReport/report/task/getReport,GET,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-FC39BD159D05,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-FC39BD159D05 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-FC39BD159D05 (11 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-001128D990D5,Lingxing ERP (platform scope unverified),Other,工具,查询竞品监控列表,/basicOpen/tool/competitiveMonitor/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-001128D990D5,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-001128D990D5 (7 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-001128D990D5 (48 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,工作台,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-DDA5705ED9EA,Amazon,Other,补货建议,查询补货列表,/erp/sc/routing/restocking/analysis/getSummaryList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-DDA5705ED9EA,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-12841C784119,Amazon,Other,补货限制,查询补货限制列表,/basicOpen/openapi/replenishmentRestriction/page/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-12841C784119,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-EDBDC061B22F,Amazon,Other,补货建议,查询规则 - ASIN,/erp/sc/routing/fbaSug/asin/getConfig,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-EDBDC061B22F,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-93C1FB831AAA,Lingxing ERP (platform scope unverified),Other,统计,查询运营日志,/basicOpen/operateManage/operateLog/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-93C1FB831AAA,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-93C1FB831AAA (6 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-93C1FB831AAA (26 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P1,运营,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-8F98CEB43A6D,Lingxing ERP (platform scope unverified),Other,统计,查询运营日志(新),/basicOpen/operateManage/operateLog/list/v2,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-8F98CEB43A6D,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-8F98CEB43A6D (9 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-8F98CEB43A6D (31 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P1,运营,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-766F8D291DF3,Lingxing ERP (platform scope unverified),Other,统计,查询采购报表列表 - 供应商,/basicOpen/report/purchase/supplier/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-766F8D291DF3,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-766F8D291DF3 (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-766F8D291DF3 (41 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,运营; 采购,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-DCA6FEF9EA75,Lingxing ERP (platform scope unverified),Other,统计,查询采购报表列表 - 采购员,/basicOpen/report/purchase/buyer/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-DCA6FEF9EA75,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-DCA6FEF9EA75 (6 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-DCA6FEF9EA75 (30 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,运营; 采购,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-223398DA3539,Lingxing ERP (platform scope unverified),Other,采购,查询采购方列表,/erp/sc/routing/data/purchaser/lists,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-223398DA3539,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-223398DA3539 (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-223398DA3539 (14 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,采购,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-03B82747B50A,Lingxing ERP (platform scope unverified),Other,采购,查询采购计划列表,/erp/sc/routing/data/local_inventory/getPurchasePlans,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-03B82747B50A,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-03B82747B50A (10 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-03B82747B50A (47 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,采购,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-9118DDA102D0,Lingxing ERP (platform scope unverified),Other,授权,获取 access-token和refresh-token,/api/auth-server/oauth/access-token,POST,HTTPS,old-system/source/docs/lingxing/GetToken.md,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-9118DDA102D0,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-9118DDA102D0 (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-9118DDA102D0 (6 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,工作台,candidate_source_read,AUTH_UNKNOWN,structurally eligible for PRP only; not provider-verified or call-authorized
LX-CEFFEEDBFB8D,Lingxing ERP (platform scope unverified),Other,目标管理,负责人维度-查询目标,/bd/goal/management/open/user/batchSelect,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-CEFFEEDBFB8D,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-CEFFEEDBFB8D (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-CEFFEEDBFB8D (59 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-EC7DBB7862BD,Amazon,Other,VC,VC发货单-确认发货,/basicOpen/openapi/getInvoice/invoice/batchSendGoods,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-EC7DBB7862BD,NONE,NONE,no verification row,DELETED,yes,yes,P2,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-0BAC0252E36F,Lingxing ERP (platform scope unverified),Other,采购,作废采购单,/erp/sc/routing/purchase/purchase/cancel,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-0BAC0252E36F,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-0BAC0252E36F (3 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-0BAC0252E36F (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,采购,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-78F82D8A146C,Lingxing ERP (platform scope unverified),Other,采购,作废采购计划,/basicOpen/purchase/planCancel,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-78F82D8A146C,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-78F82D8A146C (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-78F82D8A146C (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,采购,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-99132180876E,Lingxing ERP (platform scope unverified),Other,基础数据,修改我的汇率,/basicOpen/settings/exchangeRate/update,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-99132180876E,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-99132180876E (3 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-99132180876E (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,工作台,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A4E9258A3B23,Lingxing ERP (platform scope unverified),Other,采购,创建待采购的采购计划,/erp/sc/routing/data/local_inventory/createPurchasePlan,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A4E9258A3B23,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A4E9258A3B23 (19 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A4E9258A3B23 (8 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,采购,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
