interface_id,verification_status,level_1_module,level_2_module,level_3_module,interface_name,http_method,api_path,purpose,token_bucket_capacity,is_read,is_write,has_side_effect,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,request_param_count,request_fields,response_field_count,response_top_fields,directory_chain,system_modules,document_path,remarks,source_package,source_file,page_interface_included
LX-7C855BFAF5AA,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 广告组,POST,/basicOpen/multiplatform/ads/reportAdGroupSbList,查询沃尔玛-广告 - SB广告 - 广告组,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,14,"advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, paging, searchText, searchType, startDate, status",46,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-广告组,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportAdGroupSbList_15.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-6D6235392322,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 页面类型,POST,/basicOpen/multiplatform/ads/reportPageTypeSbList,查询沃尔玛-广告 - SB广告 - 页面类型,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,16,"adGroupIds, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, pageType, paging, searchText, searchType, startDate, status",52,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SB广告-页面类型,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportPageTypeSbList_24.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-434F316A392B,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 关键词,POST,/basicOpen/multiplatform/ads/reportKeywordSpList,查询沃尔玛-广告 - SP广告 - 关键词,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,14,"adGroupIds, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, paging, searchText, startDate, status",86,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-关键词,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportKeywordSpList_22.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-646C5878A4CE,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 平台,POST,/basicOpen/multiplatform/ads/reportPlatformSpList,查询沃尔玛-广告 - SP广告 - 平台,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,15,"adGroupIds, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, paging, searchText, searchType, startDate, status",53,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-平台,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportPlatformSpList_26.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-0CB86D55776C,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告,POST,/basicOpen/multiplatform/ads/reportAdItemSpList,查询沃尔玛-广告 - SP广告 - 广告,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,15,"adGroupIds, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, paging, searchText, searchType, startDate, status",71,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-广告,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportAdItemSpList_17.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-058A66EC8E8E,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告活动,POST,/basicOpen/multiplatform/ads/queryCampaignSpList,查询沃尔玛-广告 - SP广告 - 广告活动,1,是,否,否,pageNum/pageSize,,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,14,"advertiserIds, campaignIds, campaignType, day, endDate, operationSourceType, orderField, orderType, pageNum, pageSize, paging, searchText, startDate, status",72,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-广告活动,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-CampaignSpList_3.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-31720B315BD9,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告组,POST,/basicOpen/multiplatform/ads/queryGroupSpList,查询沃尔玛-广告 - SP广告 - 广告组,1,是,否,否,pageNum/pageSize,,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,14,"advertiserIds, campaignIds, campaignType, day, endDate, operationSourceType, orderField, orderType, pageNum, pageSize, paging, searchText, startDate, status",46,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-广告组,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-GroupSpList_9.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5779B4C3F664,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 页面类型,POST,/basicOpen/multiplatform/ads/queryPageTypeSPList,查询沃尔玛-广告 - SP广告 - 页面类型,1,是,否,否,pageNum/pageSize,,是,是,"adDatePicker, endDate, startDate",间隔不能超过31天,按日期分段增量,11,"adDatePicker, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, startDate",33,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SP广告-页面类型,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-PageTypeSPList_10.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-DD135F34D7C2,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 关键词,POST,/basicOpen/multiplatform/ads/reportKeywordSvList,查询沃尔玛-广告 - SV广告 - 关键词,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,14,"adGroupIds, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, paging, searchText, startDate, status",86,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-关键词,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportKeywordSvList_23.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-F47DF22109CA,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 平台,POST,/basicOpen/multiplatform/ads/reportPlatformSvList,查询沃尔玛-广告 - SV广告 - 平台,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,15,"adGroupIds, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, paging, searchText, searchType, startDate, status",53,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-平台,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportPlatformSvList_27.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-40C3F27491DD,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告,POST,/basicOpen/multiplatform/ads/reportAdItemSvList,查询沃尔玛-广告 - SV广告 - 广告,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,15,"adGroupIds, advertiserIds, campaignIds, campaignType, day, endDate, orderField, orderType, pageNum, pageSize, paging, searchText, searchType, startDate, status",71,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-广告,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportAdItemSvList_18.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-86309AAB2BAC,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告活动,POST,/basicOpen/multiplatform/ads/reportCampaignSvList,查询沃尔玛-广告 - SV广告 - 广告活动,1,是,否,否,pageNum/pageSize,,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,14,"advertiserIds, campaignIds, campaignType, day, endDate, operationSourceType, orderField, orderType, pageNum, pageSize, paging, searchText, startDate, status",83,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-广告活动,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportCampaignSvList_20.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-541F3B11E6DE,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告组,POST,/basicOpen/multiplatform/ads/queryAdGroupSvList,查询沃尔玛-广告 - SV广告 - 广告组,1,是,否,否,pageNum/pageSize,,是,是,"dateKey, endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,17,"advertiserIds, campaignIds, campaignType, companyId, dateKey, day, endDate, operationSourceType, orderField, orderType, pageNum, pageSize, paging, searchText, searchType, startDate, status",46,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-广告组,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-AdGroupSvList_1.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-83BBCE9FCB0E,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 页面类型,POST,/basicOpen/multiplatform/ads/queryReportPageTypeSvList,查询沃尔玛-广告 - SV广告 - 页面类型,1,是,否,否,pageNum/pageSize,200,是,是,"endDate, startDate, orderField",间隔不能超过31天,按店铺循环 + 按日期分段增量,18,"adGroupIds, advertiserIds, campaignIds, campaignType, companyId, day, endDate, operationSourceType, orderField, orderType, pageNum, pageSize, pageType, paging, searchText, searchType, startDate, status",52,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-SV广告-页面类型,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-ReportPageTypeSvList_11.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-48F40DDAE6D3,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛-词 - 沃尔玛热门搜索词,POST,/basicOpen/multiplatform/ads/reportSearchTrendsList,查询沃尔玛-词 - 沃尔玛热门搜索词,1,是,否,否,pageNum/pageSize,,是,是,reportDate,,按日期分段增量,12,"itemBrand, itemBrandType, itemQueryField, itemQueryType, itemQueryValue, orderField, orderType, pageNum, pageSize, reportDate, searchKeyword, searchKeywordType",33,"code, data, error_details, message, request_id, response_time, total",多平台 / 广告 / Walmart广告 / 查询沃尔玛-词-沃尔玛热门搜索词,"Walmart, 广告",/docs/MultiPlatform/Advertisement/walmart-reportSearchTrendsList_28.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1DC15769BD57,OFFICIAL_VERIFIED,多平台,广告,Walmart广告,查询沃尔玛广告主列表,POST,/basicOpen/adReport/advertiser/list,查询沃尔玛广告主列表,1,是,否,否,page/limit,,是,否,,,全量后分页,4,"limit, page, paging, searchText",11,"code, data, error_details, message, request_id, response_time",多平台 / 广告 / Walmart广告 / 查询沃尔玛-广告-广告主列表,"Walmart, 广告",/docs/newAd/report/WalmartQueryAdvertiserList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1524E1C3FF10,OFFICIAL_VERIFIED,多平台,统计,,查询Walmart产品表现,POST,/basicOpen/platformStatistics/walmartProductAnalysis/list,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,1,是,否,否,pageNum/pageSize,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,18,"adType, attributionWindow, brandIds, categoryIds, currencyCode, dimensionType, endDate, pageNum, pageSize, parentKey, productStatus, searchField, searchValue, sids, siteCodes, sortField, sortType, startDate",157,"code, data, error_details, message, request_id, response_time, total",多平台 / 统计 / 查询Walmart产品表现,"Walmart, 产品, 运营",/docs/MultiPlatform/WalmartProductAnalysisList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-63E99B54ED72,OFFICIAL_VERIFIED,多平台,财务,Walmart财务,Walmart-查询回款明细列表,POST,/basicOpen/multiplatformFinance/walmart/bill/payout/list,Walmart-查询回款明细列表，支持按店铺、站点、账期、时间和金额比较条件查询 Walmart 回款明细。,1,是,否,否,offset/length,200,是,是,"endDate, startDate",,按店铺循环 + 按日期分段增量,19,"compareLogic, currencyCode, endDate, fieldCompares, field, operator, value, hasDifference, length, offset, searchExactly, searchMultiValue, searchSingleValue, searchType, sids, siteCodes, sortField, sortType, startDate",35,"code, data, error_details, message, request_id, response_time",多平台 / 财务 / Walmart财务 / Walmart-查询回款明细列表,"Walmart, 财务",/docs/MultiPlatform/WalmartBillPayoutList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-727003CFF7B4,OFFICIAL_VERIFIED,多平台,财务,Walmart财务,Walmart-查询结算账单列表,POST,/basicOpen/multiplatformFinance/walmart/bill/statement/list,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,1,是,否,否,offset/length,200,是,是,"endDate, startDate",,按店铺循环 + 按日期分段增量,16,"amountTypes, currencyCode, endDate, fulfillmentTypes, length, offset, searchExactly, searchMultiValue, searchSingleValue, searchType, sids, sortField, sortType, startDate, transactionDescriptions, transactionTypes",77,"code, data, error_details, message, request_id, response_time",多平台 / 财务 / Walmart财务 / Walmart-查询结算账单列表,"Walmart, 财务, 销售",/docs/MultiPlatform/WalmartBillStatementList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5D552F4D7A8D,OFFICIAL_VERIFIED,多平台,财务,利润报表,利润报表-列表配置查询,POST,/basicOpen/finance/profitReport/config,利润报表-列表配置查询,1,是,否,否,无,,是,否,,,全量 / 人工确认,0,,25,"code, data, error_details, message, request_id, response_time, total",多平台 / 财务 / 利润报表 / 查询利润报表-列表配置,财务,/docs/Finance/ProfitReportConfig.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-0BB27D85E792,OFFICIAL_VERIFIED,多平台,财务,利润报表,利润报表-明细列表查询,POST,/basicOpen/finance/settlement/profitList,利润报表-明细列表查询,1,是,否,否,pageNum/pageSize,200,是,是,"summaryType, startDate, endDate, dateRangeType",,按店铺循环 + 按日期分段增量,25,"areas, brands, categories, countries, currency, dateRangeType, developers, endDate, exportMode, hasOriginalOrder, orderSearchField, orderSearchValues, pageNum, pageSize, platformCodes, queryMode, searchField, searchValues, sids, sortField, sortType, startDate, summaryField, summaryType, transactionTypes",60,"code, data, error_details, message, request_id, response_time, total",多平台 / 财务 / 利润报表 / 查询利润报表-明细列表,财务,/docs/Finance/SettlementProfitList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-DEF946C2CC04,OFFICIAL_VERIFIED,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-msku,POST,/basicOpen/multiplatform/profit/report/msku,查询结算利润（利润报表）-msku,1,是,否,否,offset/length,200,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,13,"bids, cids, currencyCode, developers, endDate, length, mids, offset, platformCodeS, searchField, searchValue, sids, startDate",274,"Lazada平台字段补充, Shopee平台字段补充, Temu全托管平台字段补充, TikTok平台字段补充, code, data, eBay平台字段补充, error_details, message, request_id, response_time, total, 沃尔玛平台字段补充",多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-msku,"财务, 产品",/docs/MultiPlatform/V2/profitReportMsku.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-61200503BD63,OFFICIAL_VERIFIED,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-sku,POST,/basicOpen/multiplatform/profit/report/sku,查询结算利润（利润报表）-sku,1,是,否,否,offset/length,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,13,"bids, cids, currencyCode, developers, endDate, length, mids, offset, platformCodeS, searchField, searchValue, sids, startDate",260,"Lazada平台字段补充, Shopee平台字段补充, Temu全托管平台字段补充, TikTok平台字段补充, code, data, eBay平台字段补充, error_details, message, request_id, response_time, total, 沃尔玛平台字段补充",多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-sku,"财务, 产品",/docs/MultiPlatform/V2/profitReportSku.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-77BF3BD27008,OFFICIAL_VERIFIED,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-店铺（旧版）,POST,/basicOpen/multiplatform/profit/report/seller,查询结算利润（利润报表）-店铺（旧版）,1,是,否,否,offset/length,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,8,"currencyCode, endDate, length, mids, offset, platformCodeS, sids, startDate",255,"Lazada平台字段补充, Shopee平台字段补充, Temu全托管平台字段补充, TikTok平台字段补充, code, data, eBay平台字段补充, error_details, message, request_id, response_time, total, 沃尔玛平台字段补充",多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-店铺,财务,/docs/MultiPlatform/V2/profitReportSeller.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-DB6D62E9EE37,OFFICIAL_VERIFIED,多平台,财务,利润报表（旧）,查询结算利润（利润报表）-订单,POST,/basicOpen/multiplatform/profit/report/order,查询结算利润（利润报表）-订单,1,是,否,否,offset/length,,是,是,"searchDateType, startDate, endDate",,按店铺循环 + 按日期分段增量,12,"currencyCode, endDate, length, mids, offset, platformCodeS, searchDateType, searchField, searchValue, sids, startDate, transactionTypeS",266,"Lazada平台字段补充, Shopee平台字段补充, Temu全托管平台字段补充, TikTok平台字段补充, code, data, eBay平台字段补充, error_details, message, request_id, response_time, total, 沃尔玛平台字段补充",多平台 / 财务 / 利润报表（旧） / 查询结算利润（利润报表）-订单,"财务, 销售",/docs/MultiPlatform/V2/profitReportOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-51D280C19061,OFFICIAL_VERIFIED,客服,,,判断是否提交人自选,POST,/basicOpen/customerService/workOrder/auditFlow/isUserSelect,判断售后工单审批流是否需要提交人自选审批人。,1,否,是,是,无,,是,否,,,全量 / 人工确认,1,workOrderNos,10,"code, data, error_details, message, request_id, response_time, total",客服 / 判断是否提交人自选,"售后, 销售",/docs/Service/AfterSalesWorkOrderAuditFlowIsUserSelect.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E18C1FFEB32C,OFFICIAL_VERIFIED,客服,,,提交售后工单,POST,/basicOpen/customerService/workOrder/auditFlow/summit,用于提交创建成功后的售后工单。,1,否,是,是,无,,是,否,,,全量 / 人工确认,2,"businessIdList, flowId",13,"code, data, error_details, message, request_id, response_time",客服 / 提交售后工单审批流,"售后, 销售",/docs/Service/AfterSalesWorkOrderAuditFlowSubmit.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A8485DB1E3D3,OFFICIAL_VERIFIED,客服,,,查询RMA管理,POST,/basicOpen/customerService/rmaManage/list,查询RMA管理,1,是,否,否,pageNum/pageSize,,是,是,"searchTimeFiled, startTime, endTime",,按店铺循环 + 按日期分段增量,10,"endTime, pageNum, pageSize, searchField, searchTimeFiled, searchValue, sid, sortColumn, sortType, startTime",38,"code, data, error_details, message, request_id, response_time",客服 / 查询RMA管理,售后,/docs/Service/customerServiceRmaManageList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-CD351FB7F89D,OFFICIAL_VERIFIED,客服,,,查询业绩通知列表,POST,/basicOpen/customerService/performanceNotice/list,查询业绩通知列表,1,是,否,否,offset/length,,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,10,"endDate, isRead, length, mailTagIds, offset, searchField, searchValue, sid, startDate, status",25,"code, data, error_details, message, request_id, response_time, total",客服 / 查询业绩通知列表,售后,/docs/Service/PerformanceNoticeList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-EF34B93FBA6A,OFFICIAL_VERIFIED,客服,,,查询买家之声列表,POST,/basicOpen/customerService/voiceOfBuyer/list,查询买家之声列表,1,是,否,否,offset/length,200,是,否,,,按店铺循环 + 分页,8,"fulfillment_channel, length, offset, pxc_health, return_badge, search_field, search_value, sids",30,"code, data, error_details, message, request_id, response_time, total",客服 / 查询买家之声列表,售后,/docs/Service/voiceOfBuyerList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5470F505D06E,OFFICIAL_VERIFIED,客服,,,查询售后工单列表,POST,/pb/mp/returns/workOrder/list,查询售后工单列表,10,是,否,否,offset/length,500,是,是,"date_type, start_time, end_time",,按日期分段增量,5,"date_type, end_time, length, offset, start_time",50,"code, data, message, request_id, response_time",客服 / 查询售后工单列表,"售后, 销售",/docs/Service/AfterSalesWorkOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-95DD19D356E9,OFFICIAL_VERIFIED,客服,,,查询客户列表（新）,POST,/basicOpen/customerService/crm/customer/index,查询客户列表（新）,1,是,否,否,offset/length,200,是,是,"date_field, start_date, end_date",,按店铺循环 + 按日期分段增量,11,"currency_type, date_field, end_date, length, offset, search_field, search_value, sids, sort_field, sort_type, start_date",33,"code, data, error_details, message, request_id, response_time, total",客服 / 查询客户列表（新）,售后,/docs/Service/customerServiceCrmcustomerIndex.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-C1830CE93E50,OFFICIAL_VERIFIED,客服,,,查询客户列表（旧）,POST,/bd/crm/open/api/customer/list,本接口即将下线，请尽快切换到：[查询客户列表（新）](docs/Service/customerServiceCrmcustomerIndex),10,是,否,否,offset/length,,是,是,"time_search_type, start_date, end_date",,按店铺循环 + 按日期分段增量,6,"end_date, length, offset, sids, start_date, time_search_type",25,"code, data, message, request_id, response_time, total",客服 / 查询客户列表（旧）,售后,/docs/Service/CustomerList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-EA8918986608,OFFICIAL_VERIFIED,客服,,,查询店铺绩效列表,POST,/basicOpen/customerService/storeTarget/list,查询店铺绩效列表,1,是,否,否,offset/length,200,是,是,"search_field_time, search_time, anomaly_indicator",,按店铺循环 + 按日期分段增量,6,"anomaly_indicator, length, offset, search_field_time, search_time, sids",21,"code, data, error_details, message, request_id, response_time, total",客服 / 查询店铺绩效列表,售后,/docs/Service/storePerformanceList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-54F0AD822356,OFFICIAL_VERIFIED,客服,,,查询店铺绩效详情,POST,/basicOpen/customerService/storeTarget/detail,查询店铺绩效详情,1,是,否,否,无,,是,是,pullDate,,按店铺循环 + 按日期分段增量,2,"pullDate, sid",122,"code, data, error_details, message, request_id, response_time, total",客服 / 查询店铺绩效详情,售后,/docs/Service/PerformanceNoticeDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D27EF46B3ADF,OFFICIAL_VERIFIED,客服,,,查询评价管理 4-5星Feedback列表,POST,/erp/sc/cs/feedback/list,查询评价管理 4-5星Feedback列表,1,是,否,否,offset/length,,是,是,"start_date, end_date",,按店铺循环 + 按日期分段增量,5,"end_date, length, offset, sid, start_date",22,"code, data, error_details, message, request_id, response_time, total",客服 / 查询评价管理-4-5星Feedback列表,售后,/docs/Service/FeedbackList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-B75C246341A6,OFFICIAL_VERIFIED,客服,,,查询评价统计-Feedback列表,POST,/erp/sc/cs/feedbackReport/lists,查询评价统计-Feedback列表,1,是,否,否,offset/length,,是,是,"start_date, end_date",不超过1年,按日期分段增量,4,"end_date, length, offset, start_date",24,"code, data, error_details, message, request_id, response_time, total",客服 / 查询评价统计-Feedback列表,"售后, 运营",/docs/Service/feedbackLists.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-BFDF4705FFBD,OFFICIAL_VERIFIED,客服,,,查询评价统计-Feedback每日新增数,POST,/erp/sc/cs/feedbackReport/detail,查询评价统计-Feedback每日新增数,3,是,否,否,无,,是,是,"start_date, end_date",不超过1年,按店铺循环 + 按日期分段增量,3,"end_date, sid, start_date",14,"code, data, error_details, message, request_id, response_time, total",客服 / 查询评价统计-Feedback每日新增数,"售后, 运营",/docs/Service/feedbackDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-2C7CF1CE8AAE,OFFICIAL_VERIFIED,客服,,,查询评价统计-Review列表,GET,/erp/sc/v2/cs/reviewReport/lists,查询评价统计-Review列表,1,是,否,否,offset/length,,是,是,"start_date, end_date",不超过1年,按店铺循环 + 按日期分段增量,5,"end_date, length, offset, sid, start_date",35,"code, data, error_details, message, request_id, response_time, total",客服 / 查询评价统计-Review列表,"售后, 运营",/docs/Service/reviewLists.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-2D4837A1809E,OFFICIAL_VERIFIED,客服,,,查询评价统计-Review每日新增数,POST,/erp/sc/cs/reviewReport/detail,查询评价统计-Review每日新增数,3,是,否,否,无,,是,是,"start_date, end_date",不超过1年,按日期分段增量,4,"asin, end_date, mid, start_date",16,"code, data, error_details, message, request_id, response_time, total",客服 / 查询评价统计-Review每日新增数,"售后, 运营",/docs/Service/reviewDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-61BD491411AA,OFFICIAL_VERIFIED,客服,,,查询邮件列表,POST,/erp/sc/data/mail/lists,支持查询【邮件消息】列表,1,是,否,否,offset/length,,是,是,"start_date, end_date",,按店铺循环 + 按日期分段增量,6,"email, end_date, flag, length, offset, start_date",16,"code, data, error_details, message, request_id, response_time, total",客服 / 查询邮件列表,售后,/docs/Service/lists.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5F14BE8D2BD0,OFFICIAL_VERIFIED,客服,,,查询邮件详情,POST,/erp/sc/data/mail/detail,支持获取邮件内容详情,3,是,否,否,无,,是,否,,,全量 / 人工确认,1,webmail_uuid,22,"code, data, error_details, message, request_id, response_time, total",客服 / 查询邮件详情,售后,/docs/Service/detail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-4EDA0C221DF4,OFFICIAL_VERIFIED,工具,,,关键词列表,POST,/erp/sc/routing/tool/toolKeywordRank/getKeywordList,关键词列表,1,是,否,否,offset/length,2000,是,是,"start_date, end_date",,按日期分段增量,5,"end_date, length, mid, offset, start_date",29,"code, data, error_details, message, request_id, response_time, total",工具 / 关键词列表,广告,/docs/Tools/GetKeywordList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
